상호명,시군구명,행정동명,place_id,lat,lng,작성자,평점,리뷰,작성일,언어
구드마리,강남구,압구정동,%EA%B5%AC%EB%93%9C%EB%A7%88%EB%A6%AC,,,Piya W.,5,디저트와 음료가 정말 맛있어요. 게다가 좋은 품질의 커피 원두를 사용한다는 점도 매력적이죠. 이곳은 숨겨진 보석 같은 곳이에요.,2달 전,ko
구드마리,강남구,압구정동,%EA%B5%AC%EB%93%9C%EB%A7%88%EB%A6%AC,,,michelle Chung,5,"작은 프랑스식 디저트 카페입니다. 사장님이 직접 모든 디저트를 구워주시는데, 마카롱과 마들렌이 특히 유명합니다.",6년 전,ko
구드마리,강남구,압구정동,%EA%B5%AC%EB%93%9C%EB%A7%88%EB%A6%AC,,,john kim,5,아늑하고 귀여운 숨겨진 카페... 쿠키가 정말 맛있어요!!! 정말 좋아요.,7달 전,ko
구드마리,강남구,압구정동,%EA%B5%AC%EB%93%9C%EB%A7%88%EB%A6%AC,,,Ariel ssam,5,제가 가장 좋아하는 커피숍(아이스 아메리카노가 정말 맛있고 아이스 라떼도 맛있어요)과 디저트(마들렌과 치즈 케이크가 정말 맛있어요),2년 전,ko
구드마리,강남구,압구정동,%EA%B5%AC%EB%93%9C%EB%A7%88%EB%A6%AC,,,김대웅,5,김대웅리뷰 1개4년 전,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,Eun A park,5,맛있는 바른커피 아침엔 따뜻한 찐 계란도 주셔서 아침을 든든하게 채울수 있어요 미인 사장님 두분이 언제나 미소로 맞아주셔서 기분좋아요,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,주식회사샘물터,4,아침에 달걀을 주는 까페입니다. 미숫가루 라떼 조금 달지만 얼음 없이 깔끔하게 먹을 수 있어요. 식사 대용으로 아주 좋습니다.,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,차승환,4,아침에 커피 시키면 삶은 계란도 하나씩 주셔서 좋아요~ 배달 픽업도 엄청 많이들 오시네요,3년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,HS Oh,5,가격도 괜찮고 가끔 커피뿐 아니라 간식거리도 주는 곳이에요 지금까지는 삶은 계란. 샌드위치 먹어봤네요!,3년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,Danny Oh,5,오전에 가면 삶은달걀을 주는 분위기 좋은 커피숍이에요.,1년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,jong hyun kim,5,맛 서비스 최고예요!!,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,JADE KELLY,5,아침7시 안되서 나오니 문연곳이 여기뿐이었는데 아아도 맛났고 뜨끈한 찐계란 주셔서 감동😍,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,조영애,5,모닝세트할인받아서 잉글리쉬머핀이랑 아메리카노 마셨어여 맛이썽~~~~,3년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,MW Kim,5,친절하고 아늑하고 좋습니다,4년 전,ko
구름커피,강남구,역삼1동,%EB%B0%94%EB%A5%B8%EC%BB%A4%ED%94%BC,,,콜로서스,2,콜로서스지역 가이드 · 리뷰 23개3년 전 좁아요,3년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,지민재,4,분위기도 좋고 빵도 맛있어요. 직원분도 친절합니다.,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Yeonok Lee,5,내부도 깨끗하고 분위기 있고 조용해요. 무엇보다 사장님의 드립커피가 최고예요. 직접 로스팅하시고 내려주시는 커피가 취하게 만들어요. 커피 좋아하시는분 강추입니다,수정일: 3년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Herena K,5,빵도 맛있고 커피도 맛있어요.주차장소는 협소합니다.내부공간도 어느 정도 있어서 드시고가셔도 좋을듯.햇빛이 잘들고 깔끔합니다.,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,서정준,5,"빵, 커피 모두 너무 맛있어요~!특히 휘낭시에, 구움과자는 최고입니다. 😃",1년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,GO AL,5,혜자구성입니다 맛있어요,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,예삐,5,사장님 매우 친절하심!!!,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,정미경,5,좋아요 사장님이 매일만드는 빵도 맛있고 가격도 착하고 좋아용,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,jino ko,4,빵도 커피도 맛있어요. 심지어 샐러드도 맛있어요.,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,M. Y.,5,케잌 넘맛있고 친절하세요,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,공감하기,5,"커피와 케잌, 빵이 맛있는 집ᆢ 빵 떨어짐 가차없이 문을 닫더라는ᆢㅜㅜ",5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Hyoyeong Lee,4,바게트 빵이 부드럽고 맛있다!,6년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Jae Heon Lee,4,빵이맛있습니다.,6년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,mark griffin,5,친절한 호스트/사장님과 완벽한 식감을 가진 정말 맛있는 계란 타르트.,2년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,이세석,4,1년 전,1년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,승모,5,승모2년 전,2년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,장민귀,5,장민귀4년 전,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Jini p,5,Jini p지역 가이드 · 4년 전,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,박세형,5,박세형지역 가이드 · 리뷰 7개4년 전,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,MINA KIM,5,MINA 4년 전,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,eunsung cha,5,eunsung cha지역 가이드 · 리뷰 13개4년 전,4년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Yongrok Kim,5,Yongrok Kim지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,윤현희,5,윤현희지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,JH Yu,4,JH Yu지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Haesik Lee,5,Haesik Lee5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,BK Kim,5,BK Kim지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,WJ Choi,4,WJ Choi지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Hansol Park,5,Hansol Park지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Draob Y,5,Draob Y지역 가이드 · 5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,캉캉캉,5,캉캉캉리뷰 1개5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,노재영,5,5년 전,5년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,김희정,4,김희정지역 가이드 · 6년 전,6년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,성찔,1,성찔지역 가이드 · 리뷰 4개6년 전,6년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,백승인,5,백승인지역 가이드 · 6년 전,6년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Ahn Pyoungju,3,Ahn Pyoungju지역 가이드 · 7년 전,7년 전,ko
구스베이커리,강남구,역삼1동,GOOSE+BAKERY,,,Changsuk Kim,5,Changsuk Kim7년 전,7년 전,ko
구테로이테,강남구,역삼1동,%EA%B5%AC%ED%85%8C%EB%A1%9C%EC%9D%B4%ED%85%8C,,,Y.E. Song,4,"Y.E. Song지역 가이드 · 리뷰 1,370개 · 사진 7,920장1년 전",1년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Hyunmin Yoon,5,우연히 방문하게 된 카페였는데 지하에 위치하고 내부 인테리어를 독특하게 꾸민 것이 인상적인 곳이었습니다. 늦은 시간에 방문하였음에도 불구하고 싫은 내색 없이 받아주신 종업원 분도 매우 친절하고 감사했습니다. 가격도 입지조건에 비해 크게 높진 않았던지라 과연 가게 주인분이 땅값을 제대로 낼 수 있으실지 걱정일 정도로 괜찮았습니다. 커피도 아인슈페너도 맛있었고 모두 만족스러웠던 장소입니다. 근처에 식당도 많으니 식사 전후에 찾기 좋은 카페라고 생각합니다.,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Sunshine,4,이쁜 갤러리카페 같아요. 노란색이 자칫하면 촌스러울 수 있는데 감각적인 인테리어와 갤러리 작품들과 어우러져서 분위기를 이쁘게 만들어 냈어요. 모임이나 스터디하기에 좋을 것 같아요.,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Joe,5,우연히 방문한 카페였습니다. 조용한 음악에 노란색이 주는 느낌과 전체적인 느낌은 갤러리 느낌이라서 너무 좋았습니다. 기회가 된다면 다시한번 방문하겠습니다.,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,jangwon choi,4,"노란색의 메인 컬러로 산뜻한 느낌의 카페입니다. 앞에 있는 북창동순두부 선릉2호점에서 식사하고 바로 앞에 있는 싸프란겔 선릉역점으로 이동. 매일 오전11시에 문을 열고 오후 10시에 문을 닫는 커피숍. 지하 1층에 있는데 내려가는 길이 모두 노란색. 샤프란이 원래 크로커스 꽃으로 만든 강한 노란색에 독특한 향과 단맛을 내는 향신료임. 샤프란 1g을 얻기 위해서는 500개의 암술을 말려야 해서 대략 160개의 구근을 수확함. 세계에서 가장 비싼 향신료 중 하나로 보통 소스, 쌀요리, 빵요리 등에 사용됨. 독일어로 진노랑을 뜻하며, 햇빛과 희망, 고귀함, 지혜를 상징한다고 함. 샤프란겔 로고에 있는 아라크네는 그리스로마신화에 등장하는 여인으로 베짜기의 천재이자 예술가. 신화에 따르면 자신의 베짜는 실력에 강한 자부심을 가져 아테나에게 도전해서 승리했으나 아테나의 노여움으로 저주를 받아 거미가 되었다고 함. 사회의 부조리에 끝까지 저항해 뛰어난 예술로 올림푸스 신에게 승리했으나 신으로 대변되는 부패한 권력층에 희생당한 인간의 시조로도 볼 수 있음. 아라크네는 고대 그리스어로 거미를 뜻함. 이미 밥을 먹고 왔기에 아메리카노 주문해서 형님들과 마시면서 대화를 함. 한 형님은 바쁘셔서 2시에 가시고 나머지 한 형님과는 4시가 넘도록 이야기함.",수정일: 2년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Joon Jung,5,"인테리어가 예쁜 카페입니다. 음료도 전반적으로 잘 만드는 곳이라 선릉 주변에서 예쁜 카페를 가고 싶은 분들께 추천 드리고 싶네요. ""싸프란겔"" 이름이 붙은 음료들이 있는데 다 맛있습니다ㅎ",5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Sosohanilsang,3,노란색이 컨셉인 커피숍 지하1층에 위치해 찾기쉽지않음 내려가면 다른분위기,2년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Eunsun Lee,2,으른들이 많이오는 카페. 사장님 짱 친절. 가격이 착해요,2년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,WonBee Kim (Agent B),4,밀크티 크림라떼? 텁텁한 타입의 밀크티인데 맛있어요,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,J숨은 그림 찾기 (soyou is 뭔들!),5,주인 분인지 직원이신지 모르지만 친절하고 비교적 조용하고 좋아요,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Do it Just,5,요거트스무디 맛있고 벽에 걸린 그림들도 멋져요,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,안희준,5,북적북적 않고 아늑합니다,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,leave car,4,인테리어 깔끔하고 산뜻합니다. 커피도 무난했어요.,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,HJ JOO,5,선릉역 주변에서 이만큼 격조있는 카페가 없어요.,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,대찌동 (대찌동),5,노랑노랑 감성카페 !!머랭티린미수 정말 맛남요!!,수정일: 6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Soojung Park,5,커피 맛있고 분위기도 좋아요,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Golf lesson,5,"괜찮은 차 편안한 분위기, 재방문 의사 있음",5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Denef Eleeson,5,알바분 존예임. 다시 말하지만 알바분 존예임,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Gregory Choi,5,너무 편안 인테리어 극깡,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,ShinKwan Kim,4,노란 색이 인상적,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,2nd_choi,5,일하기좋은카페,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Hansol Kim,4,Hansol Kim지역 가이드 · 5년 전 깔끔,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Sooyoung Kang,5,Sooyoung Kang지역 가이드 · 4년 전 굿,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Hun Lee (호3보스),5,직원분 알흠다우심...,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,DONG SUNG KIM,5,개성 넘침,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Soo Hyun Park,3,Soo Hyun Park지역 가이드 · 6년 전 소소한,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,윤기복,5,윤기복지역 가이드 · 수정일: 6년 전,수정일: 6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,하늘나라제임스,5,하늘나라제임스지역 가이드 · 2년 전음식: 5서비스: 5분위기: 5,2년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Seung Wook Kim,5,"Seung Wook Kim지역 가이드 · 리뷰 437개 · 사진 2,244장3년 전서비스매장 내 식사식사 유형기타",3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,가나,5,가나리뷰 3개3년 전서비스매장 내 식사,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,박승진,5,박승진지역 가이드 · 리뷰 48개3년 전,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,KJ Park,3,KJ Park지역 가이드 · 수정일: 3년 전,수정일: 3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Ji-hyun Lee,3,Ji-hyun Lee3년 전,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,언제가니,3,언제가니지역 가이드 · 3년 전,3년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,Henry Oh,4,Henry Oh지역 가이드 · 4년 전,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,이대영,1,이대영지역 가이드 · 4년 전,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,rla rkqghks,4,rla 4년 전,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,강청훈,2,강청훈지역 가이드4년 전,4년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,송고섭,3,송고섭지역 가이드 · 5년 전,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,John Kim,4,John Kim지역 가이드 · 5년 전,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,황재근,5,"황재근지역 가이드 · 리뷰 47개 · 사진 2,133장5년 전",5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,마죠린,5,5년 전,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,정유진,5,"정유진지역 가이드 · 리뷰 365개 · 사진 4,750장5년 전",5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,이승민,5,5년 전,5년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,익선sun_shine,5,6년 전,6년 전,ko
그래커피,강남구,대치4동,%EA%B7%B8%EB%9E%98%EC%BB%A4%ED%94%BC,,,김정윤,5,김정윤6년 전,6년 전,ko
꼬마1,강남구,청담동,ccoma1coffee,,,Hyuk Chang,4,음료 커피 모두 만족했습니다. 청담동에서 조용한 분위기에서 쉬어가기에 좋았습니다.,3달 전,ko
꼬마1,강남구,청담동,ccoma1coffee,,,소식,5,마일드한 라떼. 스팀을 잔잔하고 부드럽게해서 입에 감도는 느낌이 좋았어요. 허나 진한 커피를 좋아하신다면 일반 라떼보단 플랫화이트를 추천합니다. 점심시간에 해피타임 -1000원 행사 함,5년 전,ko
꼬마1,강남구,청담동,ccoma1coffee,,,Y.H. Chun,3,"한줄평: 훈남 스탭과 야외 테라스가 이쁜곳. 주차 가능하고, 청담동 기준 나름 합리적인 가격, 친절한 서비스 각 층마다 다른 분위기. 가볍게 커피한잔 하기 괜찮은 곳.",4년 전,ko
꼬마1,강남구,청담동,ccoma1coffee,,,OK Choi,5,지나가다 커피와 버터 향기에 이끌려 들어갔는데 이국적이고 자유스러운 분위기가 너무 좋았고 바스크 치즈 케이크 먹어보고 여긴 진짜 찐이구나 했어요👍,2년 전,ko
