cafe_name,점수_심미성,리뷰수_심미성,점수_개방성,리뷰수_개방성,점수_감각적 경험,리뷰수_감각적 경험,점수_접근성,리뷰수_접근성,점수_쾌적성,리뷰수_쾌적성,점수_활동성,리뷰수_활동성,점수_상호작용성,리뷰수_상호작용성,점수_상징성,리뷰수_상징성,점수_기억 및 선호,리뷰수_기억 및 선호,점수_지역 정체성,리뷰수_지역 정체성,점수_심미성_calc,리뷰수_심미성_calc,점수_개방성_calc,리뷰수_개방성_calc,점수_감각적 경험_calc,리뷰수_감각적 경험_calc,점수_접근성_calc,리뷰수_접근성_calc,점수_쾌적성_calc,리뷰수_쾌적성_calc,점수_활동성_calc,리뷰수_활동성_calc,점수_상호작용성_calc,리뷰수_상호작용성_calc,점수_상징성_calc,리뷰수_상징성_calc,점수_기억 및 선호_calc,리뷰수_기억 및 선호_calc,점수_지역 정체성_calc,리뷰수_지역 정체성_calc,Wi_심미성,Wi_개방성,Wi_감각적 경험,Wi_접근성,Wi_쾌적성,Wi_활동성,Wi_상호작용성,Wi_상징성,Wi_기억 및 선호,Wi_지역 정체성,종합_장소성_점수_Mu,요인_점수_표준편차_Sigma,강점_요인(+df+),약점_요인(-df-),Final_PlaceScore_Summary
24시무인카페만월경상계 노원구 상계2동,0.9901946783065796,2,0.9901946783065796,2,0.9901946783065796,2,0.9901946783065796,2,0.9886912107467652,3,0.9907322525978088,1,0.5,0,0.9907322525978088,1,0.9881415963172911,3,0.9907322525978088,1,0.9901946783065796,2,0.9901946783065796,2,0.9901946783065796,2,0.9901946783065796,2,0.9886912107467652,3,0.9907322525978088,1,0.5,0,0.9907322525978088,1,0.9881415963172911,3,0.9907322525978088,1,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1764705882352941,0.0588235294117647,0.0,0.0588235294117647,0.1764705882352941,0.0588235294117647,0.9896619179669548,0.146995964009293,,,"[0.990 ± 0.147, +0, -0]"
24시무인카페만월경잠실레이크 송파구 삼전동,0.5,0,0.9944827556610109,1,0.5,0,0.9944827556610109,1,0.9940078854560852,2,0.9944827556610109,1,0.5,0,0.5,0,0.9944827556610109,1,0.5,0,0.5,0,0.9944827556610109,1,0.5,0,0.9944827556610109,1,0.9940078854560852,2,0.9944827556610109,1,0.5,0,0.5,0,0.9944827556610109,1,0.5,0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.9943244655927022,0.247193927299862,,,"[0.994 ± 0.247, +0, -0]"
502커피로스터스 금천구 가산동,0.5,0,0.9939841628074646,1,0.9859423041343688,1,0.9939841628074646,1,0.5,0,0.9939841628074646,1,0.5,0,0.5,0,0.9939841628074646,1,0.5,0,0.5,0,0.9939841628074646,1,0.9859423041343688,1,0.9939841628074646,1,0.5,0,0.9939841628074646,1,0.5,0,0.5,0,0.9939841628074646,1,0.5,0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.9923757910728456,0.246198402975986,,,"[0.992 ± 0.246, +0, -0]"
83도씨 강동구 길동,0.928189973036448,3,0.993444820245107,3,0.927290459473928,3,0.994538962841034,1,0.9911290258169174,4,0.6646565993626913,3,0.5,0,0.5,0,0.9286130468050638,3,0.8971965312957764,2,0.928189973036448,3,0.993444820245107,3,0.927290459473928,3,0.994538962841034,1,0.9911290258169174,4,0.6646565993626913,3,0.5,0,0.5,0,0.9286130468050638,3,0.8971965312957764,2,0.1363636363636363,0.1363636363636363,0.1363636363636363,0.0454545454545454,0.1818181818181818,0.1363636363636363,0.0,0.0,0.1363636363636363,0.0909090909090909,0.9127287647940896,0.189254351689265,"개방성, 접근성, 쾌적성",활동성,"[0.913 ± 0.189, +3, -1]"
CGV대학로투썸커피 종로구 혜화동,0.5,0,0.5,0,0.5,0,0.4655817151069641,1,0.5,0,0.482790857553482,2,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.4655817151069641,1,0.5,0,0.482790857553482,2,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.4770544767379761,0.0110192277104733,,,"[0.477 ± 0.011, +0, -0]"
CJ푸드빌뚜레쥬르대학로 종로구 혜화동,0.9945325454076132,3,0.8296149720748266,12,0.9938720166683196,6,0.8162577883763746,11,0.8161962845108726,11,0.8054884473482767,15,0.9944820404052734,1,0.5,0,0.9909908175468444,2,0.5,0,0.9945325454076132,3,0.8296149720748266,12,0.9938720166683196,6,0.8162577883763746,11,0.8161962845108726,11,0.8054884473482767,15,0.9944820404052734,1,0.5,0,0.9909908175468444,2,0.5,0,0.0491803278688524,0.1967213114754098,0.0983606557377049,0.180327868852459,0.180327868852459,0.2459016393442623,0.0163934426229508,0.0,0.0327868852459016,0.0,0.8511146653871068,0.1803703827538677,"심미성, 감각적 경험, 상호작용성, 기억 및 선호",,"[0.851 ± 0.180, +4, -0]"
Cafelashower 성동구 성수2가3동,0.9912131726741792,4,0.973265826702118,4,0.9228082104965492,9,0.9660433729489644,3,0.9932095110416412,4,0.6655106097459793,6,0.5,0,0.5,0,0.9898570804368882,7,0.9878619313240052,2,0.9912131726741792,4,0.973265826702118,4,0.9228082104965492,9,0.9660433729489644,3,0.9932095110416412,4,0.6655106097459793,6,0.5,0,0.5,0,0.9898570804368882,7,0.9878619313240052,2,0.1025641025641025,0.1025641025641025,0.2307692307692307,0.0769230769230769,0.1025641025641025,0.1538461538461538,0.0,0.0,0.1794871794871795,0.0512820512820512,0.9213319266453768,0.1979907756547731,"심미성, 개방성, 쾌적성, 기억 및 선호, 지역 정체성",활동성,"[0.921 ± 0.198, +5, -1]"
by3퍼스트바이쓰리 서대문구 연희동,0.5,0,0.5,0,0.9900464117527008,1,0.5,0,0.5,0,0.0050019025802612,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.9900464117527008,1,0.5,0,0.5,0,0.0050019025802612,1,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.497524157166481,0.2202648746854033,감각적 경험,활동성,"[0.498 ± 0.220, +1, -1]"
가마쿠라도산점 강남구 압구정동,0.9947730898857116,1,0.9947730898857116,1,0.9908041656017303,2,0.9947730898857116,1,0.9733606278896332,2,0.8155737519264221,3,0.9947730898857116,1,0.986835241317749,1,0.7389792650938034,4,0.9908041656017303,2,0.9947730898857116,1,0.9947730898857116,1,0.9908041656017303,2,0.9947730898857116,1,0.9733606278896332,2,0.8155737519264221,3,0.9947730898857116,1,0.986835241317749,1,0.7389792650938034,4,0.9908041656017303,2,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.1111111111111111,0.1666666666666666,0.0555555555555555,0.0555555555555555,0.2222222222222222,0.1111111111111111,0.904361324177848,0.0870579844214831,"심미성, 개방성, 감각적 경험, 접근성, 쾌적성, 상호작용성, 상징성, 지역 정체성","활동성, 기억 및 선호","[0.904 ± 0.087, +8, -2]"
가산그레이트 금천구 가산동,0.5024495124816895,2,0.5969899892807007,5,0.5,0,0.677604059378306,7,0.678497721751531,6,0.5992421805858612,6,0.9825432896614076,1,0.5,0,0.9932386875152588,1,0.0116603374481201,1,0.5024495124816895,2,0.5969899892807007,5,0.5,0,0.677604059378306,7,0.678497721751531,6,0.5992421805858612,6,0.9825432896614076,1,0.5,0,0.9932386875152588,1,0.0116603374481201,1,0.0689655172413793,0.1724137931034483,0.0,0.2413793103448276,0.2068965517241379,0.2068965517241379,0.0344827586206896,0.0,0.0344827586206896,0.0344827586206896,0.6340330729539367,0.2624216654820525,"상호작용성, 기억 및 선호","심미성, 지역 정체성","[0.634 ± 0.262, +2, -2]"
가산커피벽산점 금천구 가산동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
가케하시 서대문구 신촌동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
가토베이글 광진구 구의1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
강남주막다방 강남구 신사동,0.839306116104126,1,0.839306116104126,1,0.95536470413208,2,0.5,0,0.839306116104126,1,0.936126321554184,2,0.5,0,0.5,0,0.9944697618484496,1,0.5,0,0.839306116104126,1,0.839306116104126,1,0.95536470413208,2,0.5,0,0.839306116104126,1,0.936126321554184,2,0.5,0,0.5,0,0.9944697618484496,1,0.5,0,0.125,0.125,0.25,0.0,0.125,0.25,0.0,0.0,0.125,0.0,0.9119212701916696,0.2023823013025217,기억 및 선호,"심미성, 개방성, 쾌적성","[0.912 ± 0.202, +1, -3]"
개러지로스터 동작구 상도1동,0.9938738346099854,1,0.9940137267112732,1,0.9886106371879576,15,0.9931652307510376,5,0.9433273822069168,6,0.5986413717269897,5,0.5,0,0.9938738346099854,1,0.9940108247101308,8,0.9936217466990152,3,0.9938738346099854,1,0.9940137267112732,1,0.9886106371879576,15,0.9931652307510376,5,0.9433273822069168,6,0.5986413717269897,5,0.5,0,0.9938738346099854,1,0.9940108247101308,8,0.9936217466990152,3,0.0222222222222222,0.0222222222222222,0.3333333333333333,0.1111111111111111,0.1333333333333333,0.1111111111111111,0.0,0.0222222222222222,0.1777777777777777,0.0666666666666666,0.94139711327023,0.1769992721194094,"심미성, 개방성, 접근성, 상징성, 기억 및 선호, 지역 정체성",활동성,"[0.941 ± 0.177, +6, -1]"
갤러리더스퀘어 용산구 용산2가동,0.9923418015241624,2,0.9935241043567656,2,0.9932126700878144,2,0.9905209243297576,2,0.9905209243297576,2,0.5,0,0.5,0,0.5,0,0.9923154215017956,2,0.9935241043567656,2,0.9923418015241624,2,0.9935241043567656,2,0.9932126700878144,2,0.9905209243297576,2,0.9905209243297576,2,0.5,0,0.5,0,0.5,0,0.9923154215017956,2,0.9935241043567656,2,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.9922799929266884,0.2255932847512804,,,"[0.992 ± 0.226, +0, -0]"
건대스타시티 광진구 자양3동,0.9823378622531892,2,0.7967314805303302,7,0.8784576177597045,10,0.7840487443738513,12,0.8477321565151215,10,0.861076596710417,9,0.9935534000396729,1,0.4903980791568756,2,0.8479801900684834,8,0.618538148701191,4,0.9823378622531892,2,0.7967314805303302,7,0.8784576177597045,10,0.7840487443738513,12,0.8477321565151215,10,0.861076596710417,9,0.9935534000396729,1,0.4903980791568756,2,0.8479801900684834,8,0.618538148701191,4,0.0307692307692307,0.1076923076923077,0.1538461538461538,0.1846153846153846,0.1538461538461538,0.1384615384615384,0.0153846153846153,0.0307692307692307,0.123076923076923,0.0615384615384615,0.8183740278085071,0.1460158007456731,"심미성, 감각적 경험, 상호작용성","상징성, 지역 정체성","[0.818 ± 0.146, +3, -2]"
건대후문 광진구 화양동,0.9920752048492432,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.9920752048492432,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920752048492432,0.1476225614547729,,,"[0.992 ± 0.148, +0, -0]"
겨울빙수 동대문구 제기동,0.974489688873291,1,0.969957023859024,2,0.982993870973587,2,0.9816667586565018,4,0.7352778017520905,4,0.969957023859024,2,0.5,0,0.5,0,0.9943927526474,1,0.5,0,0.974489688873291,1,0.969957023859024,2,0.982993870973587,2,0.9816667586565018,4,0.7352778017520905,4,0.969957023859024,2,0.5,0,0.5,0,0.9943927526474,1,0.5,0,0.0625,0.125,0.125,0.25,0.25,0.125,0.0,0.0,0.0625,0.0,0.9176547825336456,0.2157549944699821,"심미성, 개방성, 감각적 경험, 접근성, 활동성, 기억 및 선호",쾌적성,"[0.918 ± 0.216, +6, -1]"
경성꽈배기 영등포구 신길6동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고미제과 동작구 노량진1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고소운 동대문구 이문1동,0.5020913630723953,4,0.6633920868237814,3,0.5902794367737241,9,0.9936760465304056,3,0.5720383950642177,7,0.5010905414819717,4,0.5,0,0.5,0,0.6234819144010544,8,0.5034485856691996,3,0.5020913630723953,4,0.6633920868237814,3,0.5902794367737241,9,0.9936760465304056,3,0.5720383950642177,7,0.5010905414819717,4,0.5,0,0.5,0,0.6234819144010544,8,0.5034485856691996,3,0.0975609756097561,0.073170731707317,0.2195121951219512,0.073170731707317,0.1707317073170731,0.0975609756097561,0.0,0.0,0.1951219512195122,0.073170731707317,0.6048516289490025,0.1445210862127584,"개방성, 접근성","심미성, 활동성, 지역 정체성","[0.605 ± 0.145, +2, -3]"
고양이놀이터 중구 명동,0.9922212229834664,9,0.9911892739209262,11,0.9922914306322732,15,0.9916541744501164,13,0.9922993227075309,52,0.9911974602275424,9,0.9869476897375924,7,0.992418646812439,1,0.9929831596938048,33,0.9908067385355632,3,0.9922212229834664,9,0.9911892739209262,11,0.9922914306322732,15,0.9916541744501164,13,0.9922993227075309,52,0.9911974602275424,9,0.9869476897375924,7,0.992418646812439,1,0.9929831596938048,33,0.9908067385355632,3,0.0588235294117647,0.0718954248366013,0.0980392156862745,0.0849673202614379,0.3398692810457516,0.0588235294117647,0.0457516339869281,0.0065359477124183,0.2156862745098039,0.0196078431372549,0.9919686773244072,0.0016170010219397,,,"[0.992 ± 0.002, +0, -0]"
고종의뜰-굼터/더듀얼로스터즈 성북구 정릉4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고희 강동구 명일2동,0.9937779456377028,4,0.9937316576639812,3,0.9182893832524618,6,0.9941484332084656,2,0.9938299655914308,6,0.6258071810007095,4,0.0149318575859069,1,0.5,0,0.6674607992172241,3,0.5,0,0.9937779456377028,4,0.9937316576639812,3,0.9182893832524618,6,0.9941484332084656,2,0.9938299655914308,6,0.6258071810007095,4,0.0149318575859069,1,0.5,0,0.6674607992172241,3,0.5,0,0.1379310344827586,0.1034482758620689,0.2068965517241379,0.0689655172413793,0.2068965517241379,0.1379310344827586,0.0344827586206896,0.0,0.1034482758620689,0.0,0.859926299802188,0.3073915461098789,"심미성, 개방성, 감각적 경험, 접근성, 쾌적성","활동성, 상호작용성, 기억 및 선호","[0.860 ± 0.307, +5, -3]"
곤트란쉐리에 송파구 잠실본동,0.9914592504501344,1,0.9939924081166586,3,0.8977347105741501,5,0.9914592504501344,1,0.9916699528694152,3,0.4719331661860148,3,0.8658202290534973,2,0.5,0,0.9941622614860536,3,0.1863477230072021,1,0.9914592504501344,1,0.9939924081166586,3,0.8977347105741501,5,0.9914592504501344,1,0.9916699528694152,3,0.4719331661860148,3,0.8658202290534973,2,0.5,0,0.9941622614860536,3,0.1863477230072021,1,0.0454545454545454,0.1363636363636363,0.2272727272727272,0.0454545454545454,0.1363636363636363,0.1363636363636363,0.0909090909090909,0.0,0.1363636363636363,0.0454545454545454,0.8520388000390745,0.2778726033768465,"심미성, 개방성, 접근성, 쾌적성, 기억 및 선호","활동성, 지역 정체성","[0.852 ± 0.278, +5, -2]"
곤트란쉐리에내방점 서초구 방배4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
골든피스이태원점 용산구 한남동,0.9521206713017124,27,0.993738333384196,12,0.9562537268255696,33,0.9918452858924866,5,0.9916134079297384,21,0.9934008002281188,5,0.7972972903932843,7,0.9819298452801176,9,0.9884581831661432,37,0.9380047838938864,19,0.9521206713017124,27,0.993738333384196,12,0.9562537268255696,33,0.9918452858924866,5,0.9916134079297384,21,0.9934008002281188,5,0.7972972903932843,7,0.9819298452801176,9,0.9884581831661432,37,0.9380047838938864,19,0.1542857142857142,0.0685714285714285,0.1885714285714285,0.0285714285714285,0.12,0.0285714285714285,0.04,0.0514285714285714,0.2114285714285714,0.1085714285714285,0.9642976938259034,0.0570672935262208,,상호작용성,"[0.964 ± 0.057, +0, -1]"
곰탱이커피 동대문구 전농1동,0.5,0,0.5,0,0.9885216653347016,4,0.5,0,0.989739030599594,2,0.5,0,0.5,0,0.5,0,0.99210324883461,2,0.5,0,0.5,0,0.5,0,0.9885216653347016,4,0.5,0,0.989739030599594,2,0.5,0,0.5,0,0.5,0,0.99210324883461,2,0.5,0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.9897214025259018,0.2246032791612715,,,"[0.990 ± 0.225, +0, -0]"
공간갑 중구 을지로동,0.8840583914683924,24,0.8760163505440173,23,0.9032970769465832,46,0.875007939338684,10,0.95312105663239,21,0.7945946545311898,22,0.6596380869547526,3,0.8742057303587595,10,0.9698435482487344,38,0.8631852403283119,20,0.8840583914683924,24,0.8760163505440173,23,0.9032970769465832,46,0.875007939338684,10,0.95312105663239,21,0.7945946545311898,22,0.6596380869547526,3,0.8742057303587595,10,0.9698435482487344,38,0.8631852403283119,20,0.1105990783410138,0.1059907834101382,0.2119815668202765,0.0460829493087557,0.0967741935483871,0.1013824884792626,0.0138248847926267,0.0460829493087557,0.1751152073732718,0.0921658986175115,0.8940224801111514,0.0824781688240501,"쾌적성, 기억 및 선호","활동성, 상호작용성","[0.894 ± 0.082, +2, -2]"
공감 양천구 신월1동,0.9867163896560668,1,0.9880049228668212,2,0.6614231665929159,3,0.5,0,0.9880049228668212,2,0.6600266098976135,3,0.5,0,0.5,0,0.4987765550613403,2,0.0082596540451049,1,0.9867163896560668,1,0.9880049228668212,2,0.6614231665929159,3,0.5,0,0.9880049228668212,2,0.6600266098976135,3,0.5,0,0.5,0,0.4987765550613403,2,0.0082596540451049,1,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.0,0.1428571428571428,0.2142857142857142,0.0,0.0,0.1428571428571428,0.0714285714285714,0.7077784410544804,0.289817800130939,"심미성, 개방성, 쾌적성","기억 및 선호, 지역 정체성","[0.708 ± 0.290, +3, -2]"
