cafe_name,점수_심미성,리뷰수_심미성,점수_형태성,리뷰수_형태성,점수_감각적 경험,리뷰수_감각적 경험,점수_접근성,리뷰수_접근성,점수_쾌적성,리뷰수_쾌적성,점수_활동성,리뷰수_활동성,점수_사회성,리뷰수_사회성,점수_참여성,리뷰수_참여성,점수_고유성,리뷰수_고유성,점수_기억/경험,리뷰수_기억/경험,점수_지역 정체성,리뷰수_지역 정체성,점수_심미성_calc,리뷰수_심미성_calc,점수_형태성_calc,리뷰수_형태성_calc,점수_감각적 경험_calc,리뷰수_감각적 경험_calc,점수_접근성_calc,리뷰수_접근성_calc,점수_쾌적성_calc,리뷰수_쾌적성_calc,점수_활동성_calc,리뷰수_활동성_calc,점수_사회성_calc,리뷰수_사회성_calc,점수_참여성_calc,리뷰수_참여성_calc,점수_고유성_calc,리뷰수_고유성_calc,점수_기억/경험_calc,리뷰수_기억/경험_calc,점수_지역 정체성_calc,리뷰수_지역 정체성_calc,Wi_심미성,Wi_형태성,Wi_감각적 경험,Wi_접근성,Wi_쾌적성,Wi_활동성,Wi_사회성,Wi_참여성,Wi_고유성,Wi_기억/경험,Wi_지역 정체성,종합_장소성_점수_Mu,요인_점수_표준편차_Sigma,강점_요인(+df+),약점_요인(-df-),Final_PlaceScore_Summary
24시무인카페만월경상계 노원구 상계2동,0.9650545716285706,2,0.9609289765357972,1,0.9650545716285706,2,0.5,0,0.9663833777109782,3,0.9609289765357972,1,0.9609289765357972,1,0.5,0,0.5,0,0.9650545716285706,2,0.9650545716285706,2,0.9650545716285706,2,0.9609289765357972,1,0.9650545716285706,2,0.5,0,0.9663833777109782,3,0.9609289765357972,1,0.9609289765357972,1,0.5,0,0.5,0,0.9650545716285706,2,0.9650545716285706,2,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.0,0.0,0.1428571428571428,0.1428571428571428,0.9644552596977778,0.2185849807922408,,,"[0.964 ± 0.219, +0, -0]"
24시무인카페만월경잠실레이크 송파구 삼전동,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.5,0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.9713594913482664,0.2323833631114665,,,"[0.971 ± 0.232, +0, -0]"
502커피로스터스 금천구 가산동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
83도씨 강동구 길동,0.9668068985144296,3,0.967457354068756,1,0.9668068985144296,3,0.5,0,0.9690109565854071,4,0.733728677034378,2,0.9705239534378052,2,0.5,0,0.5,0,0.9678350687026978,2,0.9627578556537628,2,0.9668068985144296,3,0.967457354068756,1,0.9668068985144296,3,0.5,0,0.9690109565854071,4,0.733728677034378,2,0.9705239534378052,2,0.5,0,0.5,0,0.9678350687026978,2,0.9627578556537628,2,0.1578947368421052,0.0526315789473684,0.1578947368421052,0.0,0.2105263157894736,0.1052631578947368,0.1052631578947368,0.0,0.0,0.1052631578947368,0.1052631578947368,0.9428438779554869,0.215953613722136,,활동성,"[0.943 ± 0.216, +0, -1]"
CGV대학로투썸커피 종로구 혜화동,0.5,0,0.5,0,0.5,0,0.9227607846260072,1,0.5,0,0.5,1,0.9227607846260072,1,0.9227607846260072,1,0.5,0,0.5,0,0.9227607846260072,1,0.5,0,0.5,0,0.5,0,0.9227607846260072,1,0.5,0,0.5,1,0.9227607846260072,1,0.9227607846260072,1,0.5,0,0.5,0,0.9227607846260072,1,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.8382086277008057,0.1992913450858634,"접근성, 사회성, 참여성, 지역 정체성",활동성,"[0.838 ± 0.199, +4, -1]"
CJ푸드빌뚜레쥬르대학로 종로구 혜화동,0.8423184411866325,7,0.7493425011634827,4,0.856467567384243,8,0.8807948936115612,11,0.8587535482186538,13,0.8011450693011284,8,0.6681820154190063,3,0.5418038070201874,2,0.5,0,0.9489576816558838,4,0.5,0,0.8423184411866325,7,0.7493425011634827,4,0.856467567384243,8,0.8807948936115612,11,0.8587535482186538,13,0.8011450693011284,8,0.6681820154190063,3,0.5418038070201874,2,0.5,0,0.9489576816558838,4,0.5,0,0.1166666666666666,0.0666666666666666,0.1333333333333333,0.1833333333333333,0.2166666666666666,0.1333333333333333,0.05,0.0333333333333333,0.0,0.0666666666666666,0.0,0.8315170754988988,0.1628378101643914,기억/경험,"형태성, 사회성, 참여성","[0.832 ± 0.163, +1, -3]"
Cafelashower 성동구 성수2가3동,0.9719429612159728,2,0.146811842918396,1,0.818211610118548,6,0.8817533453305563,3,0.9693597753842672,3,0.8046310186386109,5,0.8046310186386109,5,0.146811842918396,1,0.146811842918396,1,0.9661782741546632,5,0.8899508863687515,4,0.9719429612159728,2,0.146811842918396,1,0.818211610118548,6,0.8817533453305563,3,0.9693597753842672,3,0.8046310186386109,5,0.8046310186386109,5,0.146811842918396,1,0.146811842918396,1,0.9661782741546632,5,0.8899508863687515,4,0.0555555555555555,0.0277777777777777,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.1388888888888889,0.1388888888888889,0.0277777777777777,0.0277777777777777,0.1388888888888889,0.1111111111111111,0.8134426549077035,0.3253224453437996,"심미성, 접근성, 쾌적성, 기억/경험, 지역 정체성","형태성, 참여성, 고유성","[0.813 ± 0.325, +5, -3]"
by3퍼스트바이쓰리 서대문구 연희동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.7519968748092651,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.7519968748092651,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7519968748092651,0.0696482568403745,,,"[0.752 ± 0.070, +0, -0]"
가마쿠라도산점 강남구 압구정동,0.9617295861244202,2,0.5,0,0.9617295861244202,2,0.5,0,0.9508716762065887,2,0.8005811174710592,3,0.9508716762065887,2,0.9617295861244202,2,0.9556108117103576,1,0.9617295861244202,2,0.9617295861244202,2,0.9617295861244202,2,0.5,0,0.9617295861244202,2,0.5,0,0.9508716762065887,2,0.8005811174710592,3,0.9508716762065887,2,0.9617295861244202,2,0.9556108117103576,1,0.9617295861244202,2,0.9617295861244202,2,0.1052631578947368,0.0,0.1052631578947368,0.0,0.1052631578947368,0.1578947368421052,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.1052631578947368,0.9333551337844448,0.1703924448705026,,활동성,"[0.933 ± 0.170, +0, -1]"
가산그레이트 금천구 가산동,0.7155626267194748,4,0.9589157104492188,1,0.5,0,0.7426431706973485,7,0.7758857111136118,6,0.7549573381741842,6,0.5507866442203522,2,0.9396547079086304,3,0.5,0,0.5,0,0.5007219314575195,2,0.7155626267194748,4,0.9589157104492188,1,0.5,0,0.7426431706973485,7,0.7758857111136118,6,0.7549573381741842,6,0.5507866442203522,2,0.9396547079086304,3,0.5,0,0.5,0,0.5007219314575195,2,0.1290322580645161,0.032258064516129,0.0,0.2258064516129032,0.1935483870967742,0.1935483870967742,0.064516129032258,0.0967741935483871,0.0,0.0,0.064516129032258,0.7460228381618377,0.1682229229197892,"형태성, 참여성","사회성, 지역 정체성","[0.746 ± 0.168, +2, -2]"
가산커피벽산점 금천구 가산동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
가케하시 서대문구 신촌동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
가토베이글 광진구 구의1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
강남주막다방 강남구 신사동,0.971712589263916,1,0.971712589263916,1,0.7212890684604645,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.5,0,0.5282686352729797,2,0.5,0,0.974456548690796,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.7212890684604645,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.5,0,0.5282686352729797,2,0.5,0,0.974456548690796,1,0.5,0,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.25,0.0,0.125,0.0,0.8298916555941105,0.2230240802052168,"심미성, 형태성, 쾌적성, 활동성, 기억/경험","감각적 경험, 참여성","[0.830 ± 0.223, +5, -2]"
개러지로스터 동작구 상도1동,0.9383524060249328,1,0.5,0,0.8709386646747589,5,0.969761590162913,3,0.953034656388419,7,0.7191762030124664,2,0.962045192718506,1,0.5,1,0.5,0,0.9619943499565125,3,0.9728932976722716,1,0.9383524060249328,1,0.5,0,0.8709386646747589,5,0.969761590162913,3,0.953034656388419,7,0.7191762030124664,2,0.962045192718506,1,0.5,1,0.5,0,0.9619943499565125,3,0.9728932976722716,1,0.0416666666666666,0.0,0.2083333333333333,0.125,0.2916666666666667,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0,0.125,0.0416666666666666,0.9013686267038188,0.2081773927692242,"접근성, 쾌적성, 사회성, 기억/경험, 지역 정체성","활동성, 참여성","[0.901 ± 0.208, +5, -2]"
갤러리더스퀘어 용산구 용산2가동,0.957525074481964,2,0.5,0,0.9587318003177644,2,0.5,0,0.9664431810379028,1,0.5,0,0.5,0,0.5,0,0.5,0,0.969459593296051,1,0.9590332806110382,2,0.957525074481964,2,0.5,0,0.9587318003177644,2,0.5,0,0.9664431810379028,1,0.5,0,0.5,0,0.5,0,0.5,0,0.969459593296051,1,0.9590332806110382,2,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0.960810385644436,0.2279076504207452,,,"[0.961 ± 0.228, +0, -0]"
건대스타시티 광진구 자양3동,0.8719907154639562,6,0.8939655224482218,3,0.8865686853726705,9,0.786232374253727,14,0.7937760154406229,6,0.8120425380766392,8,0.6709627360105515,4,0.8773134350776672,5,0.7501639127731323,1,0.8708859852382115,7,0.9183613260587056,6,0.8719907154639562,6,0.8939655224482218,3,0.8865686853726705,9,0.786232374253727,14,0.7937760154406229,6,0.8120425380766392,8,0.6709627360105515,4,0.8773134350776672,5,0.7501639127731323,1,0.8708859852382115,7,0.9183613260587056,6,0.0833333333333333,0.0416666666666666,0.125,0.1944444444444444,0.0833333333333333,0.1111111111111111,0.0555555555555555,0.0694444444444444,0.0138888888888888,0.0972222222222222,0.0833333333333333,0.8371049407179709,0.0706241890834679,"형태성, 지역 정체성, 문화적 맥락","접근성, 사회성, 고유성","[0.837 ± 0.071, +3, -3]"
건대후문 광진구 화양동,0.9661338925361632,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.9661338925361632,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661338925361632,0.1288326019675249,,,"[0.966 ± 0.129, +0, -0]"
겨울빙수 동대문구 제기동,0.9667951464653016,1,0.9667951464653016,1,0.9502502679824828,2,0.5819549858570099,2,0.8863910635312399,3,0.9667951464653016,1,0.9667951464653016,1,0.5,0,0.5,0,0.5,0,0.9667951464653016,1,0.9667951464653016,1,0.9667951464653016,1,0.9502502679824828,2,0.5819549858570099,2,0.8863910635312399,3,0.9667951464653016,1,0.9667951464653016,1,0.5,0,0.5,0,0.5,0,0.9667951464653016,1,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.25,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.8797966192166011,0.2172990341890177,"심미성, 형태성, 감각적 경험, 활동성, 사회성, 지역 정체성",접근성,"[0.880 ± 0.217, +6, -1]"
경성꽈배기 영등포구 신길6동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고미제과 동작구 노량진1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고소운 동대문구 이문1동,0.7662292957305908,5,0.0890852808952331,1,0.7621770884309497,7,0.7396656572818756,2,0.9399967193603516,6,0.8446971972783407,3,0.6335155765215555,3,0.5,0,0.8691193461418152,1,0.7299618944525719,8,0.8005887369314829,6,0.7662292957305908,5,0.0890852808952331,1,0.7621770884309497,7,0.7396656572818756,2,0.9399967193603516,6,0.8446971972783407,3,0.6335155765215555,3,0.5,0,0.8691193461418152,1,0.7299618944525719,8,0.8005887369314829,6,0.1162790697674418,0.0232558139534883,0.1627906976744186,0.0465116279069767,0.1395348837209302,0.0697674418604651,0.0697674418604651,0.0,0.0232558139534883,0.1860465116279069,0.1395348837209302,0.7718811069810113,0.2184195346342846,"쾌적성, 활동성, 고유성, 문화적 맥락","형태성, 사회성","[0.772 ± 0.218, +4, -2]"
고양이놀이터 중구 명동,0.9664330085118612,9,0.966386616230011,1,0.9317670285701752,10,0.9185445308685304,6,0.9673719718954922,51,0.9178361177444458,5,0.8887510001659393,2,0.8616611361503601,1,0.5,0,0.967298352357113,11,0.9657419562339784,5,0.9664330085118612,9,0.966386616230011,1,0.9317670285701752,10,0.9185445308685304,6,0.9673719718954922,51,0.9178361177444458,5,0.8887510001659393,2,0.8616611361503601,1,0.5,0,0.967298352357113,11,0.9657419562339784,5,0.0891089108910891,0.0099009900990099,0.099009900990099,0.0594059405940594,0.504950495049505,0.0495049504950495,0.0198019801980198,0.0099009900990099,0.0,0.1089108910891089,0.0495049504950495,0.9557081892348752,0.1655136635241586,,"사회성, 참여성","[0.956 ± 0.166, +0, -2]"
고종의뜰-굼터/더듀얼로스터즈 성북구 정릉4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
고희 강동구 명일2동,0.965475007891655,4,0.9610604345798492,2,0.965342422326406,3,0.9581717848777772,1,0.9482841889063516,6,0.7319745421409607,2,0.8312496542930603,2,0.5,1,0.5,0,0.9672231078147888,1,0.9672231078147888,1,0.965475007891655,4,0.9610604345798492,2,0.965342422326406,3,0.9581717848777772,1,0.9482841889063516,6,0.7319745421409607,2,0.8312496542930603,2,0.5,1,0.5,0,0.9672231078147888,1,0.9672231078147888,1,0.1739130434782608,0.0869565217391304,0.1304347826086956,0.0434782608695652,0.2608695652173913,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0,0.0434782608695652,0.0434782608695652,0.9082095519356104,0.1949351900528247,"심미성, 형태성, 감각적 경험, 기억/경험, 지역 정체성","활동성, 사회성, 참여성","[0.908 ± 0.195, +5, -3]"
곤트란쉐리에 송파구 잠실본동,0.5,0,0.5,0,0.8870959629615148,3,0.5,0,0.9675657272338868,5,0.9028151482343674,2,0.9368952843878005,3,0.5,0,0.5,0,0.9644345343112946,2,0.9628620147705078,1,0.5,0,0.5,0,0.8870959629615148,3,0.5,0,0.9675657272338868,5,0.9028151482343674,2,0.9368952843878005,3,0.5,0,0.5,0,0.9644345343112946,2,0.9628620147705078,1,0.0,0.0,0.1875,0.0,0.3125,0.125,0.1875,0.0,0.0,0.125,0.0625,0.9379477348799506,0.2196165198708825,,감각적 경험,"[0.938 ± 0.220, +0, -1]"
곤트란쉐리에내방점 서초구 방배4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"[0.000 ± 0.000, +0, -0]"
골든피스이태원점 용산구 한남동,0.9553887361571902,21,0.9702069997787476,5,0.916266475562696,27,0.9220114946365356,1,0.9633975154475162,19,0.9670403599739076,4,0.9675390005111696,5,0.8070378005504608,2,0.9695221483707428,1,0.9358818671769564,24,0.9472980936368306,15,0.9553887361571902,21,0.9702069997787476,5,0.916266475562696,27,0.9220114946365356,1,0.9633975154475162,19,0.9670403599739076,4,0.9675390005111696,5,0.8070378005504608,2,0.9695221483707428,1,0.9358818671769564,24,0.9472980936368306,15,0.1615384615384615,0.0384615384615384,0.2076923076923077,0.0076923076923076,0.1461538461538461,0.0307692307692307,0.0384615384615384,0.0153846153846153,0.0076923076923076,0.1846153846153846,0.1153846153846153,0.9435646321528997,0.0443616221697467,,참여성,"[0.944 ± 0.044, +0, -1]"
곰탱이커피 동대문구 전농1동,0.5,0,0.5,0,0.972417414188385,2,0.5,0,0.970797836780548,1,0.5,0,0.5,0,0.5,0,0.5,0,0.967451810836792,1,0.5,0,0.5,0,0.5,0,0.972417414188385,2,0.5,0,0.970797836780548,1,0.5,0,0.5,0,0.5,0,0.5,0,0.967451810836792,1,0.5,0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.9707711189985276,0.2036148765019761,,,"[0.971 ± 0.204, +0, -0]"
