상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220814155046,빽다방강북,구청점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,221,22.0,서울특별시 강북구 수유동 221-22,113054000000.0,서울특별시 강북구 도봉로87길,48,,1.13e+24,,서울특별시 강북구 도봉로87길 48,142878,1072,,1,,127.0232832,37.63920039
MA0101202406A0500185,빽다방수유,사거리점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1.13e+18,1,대지,7,4.0,서울특별시 강북구 수유동 7-4,113053000000.0,서울특별시 강북구 수유로,84,,1.13e+24,일부,서울특별시 강북구 수유로 84,142891,1081,,1,,127.0228291,37.63609208
MA010120220802504221,산로스터스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,219,3.0,서울특별시 강북구 우이동 219-3,113054000000.0,서울특별시 강북구 삼양로181길,66,,1.13e+24,,서울특별시 강북구 삼양로181길 66,142871,1000,,1,,127.0099401,37.6669165
MA0101202209A0050613,삼양동제과점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305575,삼각산동,1130510100,미아동,1.13e+18,1,대지,695,3.0,서울특별시 강북구 미아동 695-3,113054000000.0,서울특별시 강북구 삼양로27길,20,8.0,1.13e+24,,서울특별시 강북구 삼양로27길 20-8,142150,1194,,1,,127.0197316,37.61906399
MA010120220803970543,삼양시장파리바게뜨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,777,18.0,서울특별시 강북구 미아동 777-18,113053000000.0,서울특별시 강북구 삼양로,241,,1.13e+24,,서울특별시 강북구 삼양로 241,142823,1110,,1,,127.018034,37.6251189
MA010120220812948192,서록다원,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,180,62.0,서울특별시 강북구 우이동 180-62,113054000000.0,서울특별시 강북구 삼양로173다길,10,5.0,1.13e+24,파인밸리,서울특별시 강북구 삼양로173다길 10-5,142871,1002,1,1,,127.009543,37.66322251
MA010120220813617125,셀피카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,177,17.0,서울특별시 강북구 수유동 177-17,113053000000.0,서울특별시 강북구 한천로,1054,,1.13e+24,,서울특별시 강북구 한천로 1054,142876,1054,,2,,127.0255952,37.64111
MA0101202305A0047458,솔트앤스낵삼양역점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,778,6.0,서울특별시 강북구 미아동 778-6,113053000000.0,서울특별시 강북구 삼양로,242,,1.13e+24,,서울특별시 강북구 삼양로 242,142823,1127,,1,,127.0185324,37.62506476
MA0101202303A0078975,수박나무베이크샵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,480,20.0,서울특별시 강북구 수유동 480-20,113054000000.0,서울특별시 강북구 삼양로77길,46,,1.13e+24,,서울특별시 강북구 삼양로77길 46,142875,1102,,1,,127.0158599,37.62929078
MA0101202503A0034680,수유가배당,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1.13e+18,1,대지,463,18.0,서울특별시 강북구 번동 463-18,113054000000.0,서울특별시 강북구 한천로132길,11,,1.13e+24,,서울특별시 강북구 한천로132길 11,142868,1056,,1,,127.0286651,37.63964069
MA0101202305A0186836,수유은빛마당,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,475,125.0,서울특별시 강북구 수유동 475-125,113054000000.0,서울특별시 강북구 인수봉로30길,32,22.0,1.13e+24,,서울특별시 강북구 인수봉로30길 32-22,142875,1101,,1,,127.0152255,37.62929987
MA0101202212A0045595,시속0km,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305603,번2동,1130510200,번동,1.13e+18,1,대지,147,,서울특별시 강북구 번동 147,113053000000.0,서울특별시 강북구 오현로,145,,1.13e+24,강북문화정보도서관,서울특별시 강북구 오현로 145,142062,1151,,1,,127.0360793,37.62511476
MA0101202212A0033806,시우네,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,1354,5.0,서울특별시 강북구 미아동 1354-5,113053000000.0,서울특별시 강북구 솔샘로,167,,1.13e+24,벽산라이브파크,서울특별시 강북구 솔샘로 167,142110,1191,상가,2,,127.0112025,37.62015531
MA010120220812969559,아마스빈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,71,35.0,서울특별시 강북구 우이동 71-35,113053000000.0,서울특별시 강북구 삼양로,541,,1.13e+24,,서울특별시 강북구 삼양로 541,142892,1009,,1,,127.012635,37.65114005
MA0101202309A0091323,앤티앤스프레즐,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1.13e+18,1,대지,70,6.0,서울특별시 강북구 미아동 70-6,113053000000.0,서울특별시 강북구 도봉로,62,,1.13e+24,앤티앤스롯데백화점,서울특별시 강북구 도봉로 62,142804,1215,,2,,127.0305244,37.61459279
MA010120220813839256,어반테라스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,171,62.0,서울특별시 강북구 수유동 171-62,113054000000.0,서울특별시 강북구 도봉로97길,73,,1.13e+24,,서울특별시 강북구 도봉로97길 73,142876,1053,,1,,127.0256979,37.6433264
MA0101202310A0028689,언유주얼,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1.13e+18,1,대지,466,32.0,서울특별시 강북구 번동 466-32,113054000000.0,서울특별시 강북구 한천로132길,66,,1.13e+24,주영샹그릴라,서울특별시 강북구 한천로132길 66,142868,1056,,1,,127.0301728,37.64155941
MA010120220800099171,에스페레커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,55,23.0,서울특별시 강북구 수유동 55-23,113054000000.0,서울특별시 강북구 삼양로74길,77,,1.13e+24,,서울특별시 강북구 삼양로74길 77,142874,1117,,1,,127.0222042,37.63036193
MA0101202505A0086097,연화전통찻집,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11305,강북구,11305625,수유2동,1130510300,수유동,1.13e+18,1,대지,254,27.0,서울특별시 강북구 수유동 254-27,113053000000.0,서울특별시 강북구 한천로,1130,,1.13e+24,,서울특별시 강북구 한천로 1130,142879,1047,,3,,127.0191948,37.64575128
MA010120220813491260,옐로우,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1.13e+18,1,대지,502,,서울특별시 강북구 수유동 502,113054000000.0,서울특별시 강북구 화계사길,50,,1.13e+24,,서울특별시 강북구 화계사길 50,142885,1025,,1,,127.0106041,37.63343591
MA010120220812747297,오남매스마일찹쌀꽈베기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,475,5.0,서울특별시 강북구 수유동 475-5,113054000000.0,서울특별시 강북구 삼양로79길,19,,1.13e+24,좌측,서울특별시 강북구 삼양로79길 19,142875,1102,,1,,127.0166646,37.63079532
MA010120220805380150,오늘;베이크샵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,30,61.0,서울특별시 강북구 수유동 30-61,113054000000.0,서울특별시 강북구 삼각산로34길,57,,1.13e+24,우측,서울특별시 강북구 삼각산로34길 57,142872,1077,,1,,127.021935,37.63930877
MA010120220812666462,오븐;비스킷,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305625,수유2동,1130510300,수유동,1.13e+18,1,대지,279,49.0,서울특별시 강북구 수유동 279-49,113053000000.0,서울특별시 강북구 한천로,1180,,1.13e+24,,서울특별시 강북구 한천로 1180,142072,1044,,,,127.0147762,37.64837378
MA010120220813665761,오케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,222,65.0,서울특별시 강북구 수유동 222-65,113054000000.0,서울특별시 강북구 도봉로87길,38,,1.13e+24,,서울특별시 강북구 도봉로87길 38,142878,1072,,1,,127.0238497,37.63919127
MA010120220808046602,와이낫,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,134,67.0,서울특별시 강북구 수유동 134-67,113053000000.0,서울특별시 강북구 수유로,59,1.0,1.13e+24,,서울특별시 강북구 수유로 59-1,142890,1079,,1,,127.0202346,37.63597543
MA010120220804001231,와플대학협동조합,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,215,9.0,서울특별시 강북구 우이동 215-9,113054000000.0,서울특별시 강북구 삼양로179길,32,,1.13e+24,,서울특별시 강북구 삼양로179길 32,142871,1000,,2,,127.0101892,37.6650965
MA0101202305A0048937,우코,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305535,미아동,1130510100,미아동,1.13e+18,1,대지,125,14.0,서울특별시 강북구 미아동 125-14,113054000000.0,서울특별시 강북구 도봉로50길,12,,1.13e+24,우측,서울특별시 강북구 도봉로50길 12,142807,1157,,1,,127.0274589,37.62545045
MA010120220809656504,유캔두잇,수유점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,52,21.0,서울특별시 강북구 수유동 52-21,113054000000.0,서울특별시 강북구 수유로4길,58,,1.13e+24,,서울특별시 강북구 수유로4길 58,142874,1115,,1,,127.0217063,37.6320739
MA010120220803943875,이경수과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,170,66.0,서울특별시 강북구 수유동 170-66,113054000000.0,서울특별시 강북구 한천로144길,47,,1.13e+24,,서울특별시 강북구 한천로144길 47,142876,1052,,,,127.0269668,37.64292067
MA0101202412A0032983,이루팜강북번동점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305603,번2동,1130510200,번동,1.13e+18,1,대지,148,41.0,서울특별시 강북구 번동 148-41,113053000000.0,서울특별시 강북구 오현로,173,,1.13e+24,우측호,서울특별시 강북구 오현로 173,142860,1146,,1,,127.0377231,37.62755592
MA010120220803275772,이음,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,837,898.0,서울특별시 강북구 미아동 837-898,113054000000.0,서울특별시 강북구 솔샘로31길,12,5.0,1.13e+24,,서울특별시 강북구 솔샘로31길 12-5,142822,1187,,1,,127.0125846,37.62086695
MA010120220803975482,자모크커피,수유점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,2,1.0,서울특별시 강북구 수유동 2-1,113053000000.0,서울특별시 강북구 노해로,23,,1.13e+24,한성빌딩,서울특별시 강북구 노해로 23,142872,1080,,1,,127.0226256,37.63773191
MA010120220813979887,자원순환환장사회적협동조합,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,486,722.0,서울특별시 강북구 수유동 486-722,113054000000.0,서울특별시 강북구 인수봉로23길,37,,1.13e+24,,서울특별시 강북구 인수봉로23길 37,142875,1096,,3,,127.0108525,37.62755244
MA0101202406A0104417,전통쌍화&커피,,I2,음식,I212,비알코올 ,I21201,카페,I56111,한식 일반 음식점업,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1.13e+18,1,대지,563,5.0,서울특별시 강북구 수유동 563-5,113053000000.0,서울특별시 강북구 419로,62,,1.13e+24,,서울특별시 강북구 419로 62,142881,1012,,,,127.0076145,37.64632923
MA010120220803946706,정다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1.13e+18,1,대지,446,1.0,서울특별시 강북구 번동 446-1,113053000000.0,서울특별시 강북구 오패산로,413,,1.13e+24,,서울특별시 강북구 오패산로 413,142867,1062,,,,127.0261604,37.63743386
MA010120220809703351,제너럴커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1.13e+18,1,대지,46,70.0,서울특별시 강북구 수유동 46-70,113054000000.0,서울특별시 강북구 도봉로81길,50,,1.13e+24,,서울특별시 강북구 도봉로81길 50,142891,1081,,1,,127.0202116,37.63505643
MA0101202305A0166262,조이엘케이크앤베이킹스튜디오,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,791,2153.0,서울특별시 강북구 미아동 791-2153,113054000000.0,서울특별시 강북구 솔샘로47길,18,,1.13e+24,우측,서울특별시 강북구 솔샘로47길 18,142821,1189,,1,,127.0183841,37.62089322
MA010120220806670350,종관과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305535,미아동,1130510100,미아동,1.13e+18,1,대지,303,4.0,서울특별시 강북구 미아동 303-4,113053000000.0,서울특별시 강북구 솔매로,116,,1.13e+24,,서울특별시 강북구 솔매로 116,142812,1170,,1,,127.0250462,37.62584742
MA0101202503A0005240,치팅데이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,57,143.0,서울특별시 강북구 수유동 57-143,113054000000.0,서울특별시 강북구 삼양로80가길,20,,1.13e+24,,서울특별시 강북구 삼양로80가길 20,142874,1112,,1,,127.0191005,37.63176801
MA010120220813205501,카페85도,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305575,삼각산동,1130510100,미아동,1.13e+18,1,대지,1267,56.0,서울특별시 강북구 미아동 1267-56,113054000000.0,서울특별시 강북구 삼양로19길,59,,1.13e+24,대선빌딩,서울특별시 강북구 삼양로19길 59,142818,1198,,,,127.0193569,37.61574842
MA010120220813269560,카페다담,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305615,수유1동,1130510300,수유동,1.13e+18,1,대지,48,73.0,서울특별시 강북구 수유동 48-73,113053000000.0,서울특별시 강북구 덕릉로,64,,1.13e+24,향주빌딩,서울특별시 강북구 덕릉로 64,142873,1112,,2,,127.0208006,37.63427247
MA010120220808913440,카페라온,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1.13e+18,1,대지,49,163.0,서울특별시 강북구 미아동 49-163,113053000000.0,서울특별시 강북구 오패산로,114,,1.13e+24,건물정면기준왼쪽,서울특별시 강북구 오패산로 114,142804,1237,,1,,127.0349858,37.61210483
MA0101202406A0049165,카페리버,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305555,송천동,1130510100,미아동,1.13e+18,1,대지,324,66.0,서울특별시 강북구 미아동 324-66,113054000000.0,서울특별시 강북구 도봉로29길,48,,1.13e+24,좌측종합문구센터,서울특별시 강북구 도봉로29길 48,142815,1176,,1,,127.0256107,37.62019811
MA010120220800293628,카페문나잇,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305535,미아동,1130510100,미아동,1.13e+18,1,대지,121,47.0,서울특별시 강북구 미아동 121-47,113054000000.0,서울특별시 강북구 솔매로50길,7,,1.13e+24,좌측,서울특별시 강북구 솔매로50길 7,142807,1157,,1,,127.027142,37.62613527
MA010120220803678201,카페베네미아사거리역점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305555,송천동,1130510100,미아동,1.13e+18,1,대지,62,28.0,서울특별시 강북구 미아동 62-28,113053000000.0,서울특별시 강북구 도봉로,67,,1.13e+24,,서울특별시 강북구 도봉로 67,142805,1205,,1,,127.0295845,37.61511561
MA010120220803979684,카페보니또,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305603,번2동,1130510200,번동,1.13e+18,1,대지,310,7.0,서울특별시 강북구 번동 310-7,113053000000.0,서울특별시 강북구 오현로,195,,1.13e+24,,서울특별시 강북구 오현로 195,142062,1143,,,,127.0394684,37.62904198
MA010120220810039012,카페봉,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305625,수유2동,1130510300,수유동,1.13e+18,1,대지,723,13.0,서울특별시 강북구 수유동 723-13,113053000000.0,서울특별시 강북구 노해로,125,,1.13e+24,일부,서울특별시 강북구 노해로 125,142888,1050,,1,,127.0246905,37.64639897
MA010120220805154562,카페프리헷번동점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305608,번3동,1130510200,번동,1.13e+18,1,대지,222,,서울특별시 강북구 번동 222,113054000000.0,서울특별시 강북구 월계로37길,91,,1.13e+24,상아C빌딩,서울특별시 강북구 월계로37길 91,142861,1226,,1,,127.0440321,37.62610315
MA010120220812847089,커피910,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,791,966.0,서울특별시 강북구 미아동 791-966,113054000000.0,서울특별시 강북구 삼양로57길,23,,1.13e+24,,서울특별시 강북구 삼양로57길 23,142824,1109,,1,,127.0178759,37.62724525
MA010120220807130998,커피바실리아,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,71,35.0,서울특별시 강북구 우이동 71-35,113053000000.0,서울특별시 강북구 삼양로,541,,1.13e+24,,서울특별시 강북구 삼양로 541,142892,1009,,1,,127.012635,37.65114005
MA0101202409A0085275,커피앤드알코올,,I2,음식,I212,비알코올 ,I21201,카페,I56123,서양식 음식점업,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,73,99.0,서울특별시 강북구 우이동 73-99,113054000000.0,서울특별시 강북구 삼양로139가길,11,,1.13e+24,,서울특별시 강북구 삼양로139가길 11,142892,1010,,1,,127.0125895,37.64983363
MA0101202311A0001299,컴포즈커피삼양솔매점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305555,송천동,1130510100,미아동,1.13e+18,1,대지,762,74.0,서울특별시 강북구 미아동 762-74,113054000000.0,서울특별시 강북구 솔매로28길,1,,1.13e+24,일부,서울특별시 강북구 솔매로28길 1,142140,1168,,1,,127.0200843,37.62474917
MA010120220806764390,컴폴커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305603,번2동,1130510200,번동,1.13e+18,1,대지,441,9.0,서울특별시 강북구 번동 441-9,113053000000.0,서울특별시 강북구 덕릉로,130,,1.13e+24,,서울특별시 강북구 덕릉로 130,142866,1130,,1,,127.0280855,37.63483858
MA0101202301A0059038,코이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1.13e+18,1,대지,605,338.0,서울특별시 강북구 수유동 605-338,113053000000.0,서울특별시 강북구 삼각산로,95,,1.13e+24,,서울특별시 강북구 삼각산로 95,142077,1036,,2,,127.01482,37.64066135
MA010120220807061582,크림앤버터,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1.13e+18,1,대지,569,60.0,서울특별시 강북구 수유동 569-60,113053000000.0,서울특별시 강북구 인수봉로,316,,1.13e+24,대원쉐르빌12차,서울특별시 강북구 인수봉로 316,142881,1026,,지,,127.010708,37.64683354
MA0106202501A1650380,키스톤에프엔비,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1.13e+18,1,대지,73,9.0,서울특별시 강북구 미아동 73-9,113054000000.0,서울특별시 강북구 도봉로10길,48,,1.13e+24,,서울특별시 강북구 도봉로10길 48,142804,1216,,,,127.0310115,37.61475484
MA010120220804985229,킴메이드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510300,수유동,1.13e+18,1,대지,558,27.0,서울특별시 강북구 수유동 558-27,113053000000.0,서울특별시 강북구 인수봉로,302,,1.13e+24,,서울특별시 강북구 인수봉로 302,142881,1027,,1,,127.0108211,37.6456172
MA0101202212A0039912,타임투휠,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305555,송천동,1130510100,미아동,1.13e+18,1,대지,374,11.0,서울특별시 강북구 미아동 374-11,113054000000.0,서울특별시 강북구 솔샘로67길,20,,1.13e+24,올집네스트미아2차,서울특별시 강북구 솔샘로67길 20,142815,1179,,,,127.0286909,37.61810711
MA0101202211A0043539,투썸플레이스미아,테라스파크점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305575,삼각산동,1130510100,미아동,1.13e+18,1,대지,811,9.0,서울특별시 강북구 미아동 811-9,113054000000.0,서울특별시 강북구 삼양로27길,43,,1.13e+24,위브테라스파크,서울특별시 강북구 삼양로27길 43,142150,1197,,2,,127.018848,37.61855058
MA010120220803975275,투썸플레이스북한산우이역점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,4,1.0,서울특별시 강북구 우이동 4-1,113053000000.0,서울특별시 강북구 삼양로,685,,1.13e+24,,서울특별시 강북구 삼양로 685,142871,1002,,,,127.0118551,37.66369081
MA0106202201A2364518,파라스파라서울,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,346,,서울특별시 강북구 우이동 346,113053000000.0,서울특별시 강북구 삼양로,689,,1.13e+24,,서울특별시 강북구 삼양로 689,142090,1000,,,,127.0076844,37.66494352
MA010120220803977413,파리바게뜨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305625,수유2동,1130510300,수유동,1.13e+18,1,대지,256,18.0,서울특별시 강북구 수유동 256-18,113053000000.0,서울특별시 강북구 한천로,1116,,1.13e+24,,서울특별시 강북구 한천로 1116,142879,1048,,1,,127.0202936,37.64490417
MA010120220803455433,파리바게트강북,구청점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,190,9.0,서울특별시 강북구 수유동 190-9,113053000000.0,서울특별시 강북구 한천로,1039,,1.13e+24,,서울특별시 강북구 한천로 1039,142878,1071,,,,127.0263426,37.64000162
MA010120220810447490,파티유,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305545,송중동,1130510100,미아동,1.13e+18,1,대지,42,212.0,서울특별시 강북구 미아동 42-212,113053000000.0,서울특별시 강북구 월계로,7,,1.13e+24,,서울특별시 강북구 월계로 7,142804,1220,,1,,127.031066,37.6097183
MA0101202301A0092798,포레스트커피&펍,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305645,우이동,1130510400,우이동,1.13e+18,1,대지,243,,서울특별시 강북구 우이동 243,113054000000.0,서울특별시 강북구 삼양로181길,196,,1.13e+24,,서울특별시 강북구 삼양로181길 196,142871,1000,,1,,127.0063702,37.6715658
MA0101202303A0054458,하늘카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305660,인수동,1130510300,수유동,1.13e+18,1,대지,394,11.0,서울특별시 강북구 수유동 394-11,113054000000.0,서울특별시 강북구 삼양로99길,33,,1.13e+24,우이교회,서울특별시 강북구 삼양로99길 33,142884,1086,,2,,127.0160431,37.6383817
MA0101202409A0085636,화채한박스,미아점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1.13e+18,1,대지,776,22.0,서울특별시 강북구 미아동 776-22,113054000000.0,서울특별시 강북구 솔매로22길,13,,1.13e+24,좌측호,서울특별시 강북구 솔매로22길 13,142823,1181,,1,,127.0168445,37.62471363
MA0101202209A0064171,히치케이커,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1.13e+18,1,대지,190,58.0,서울특별시 강북구 수유동 190-58,113054000000.0,서울특별시 강북구 한천로139가길,14,,1.13e+24,지층초이스빌딩,서울특별시 강북구 한천로139가길 14,142878,1071,,1,,127.0256062,37.64012792
MA0101202412A0028632,01팩토리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11500,강서구,11500630,방화1동,1150010900,방화동,1.15e+18,1,대지,288,15.0,서울특별시 강서구 방화동 288-15,115003000000.0,서울특별시 강서구 양천로,91,6.0,1.15e+24,,서울특별시 강서구 양천로 91-6,157847,7517,,,,126.8140786,37.57379759
