cafe_name,점수_심미성,리뷰수_심미성,점수_형태성,리뷰수_형태성,점수_감각적 경험,리뷰수_감각적 경험,점수_접근성,리뷰수_접근성,점수_쾌적성,리뷰수_쾌적성,점수_활동성,리뷰수_활동성,점수_사회성,리뷰수_사회성,점수_참여성,리뷰수_참여성,점수_고유성,리뷰수_고유성,점수_기억/경험,리뷰수_기억/경험,점수_지역 정체성,리뷰수_지역 정체성,점수_심미성_calc,리뷰수_심미성_calc,점수_형태성_calc,리뷰수_형태성_calc,점수_감각적 경험_calc,리뷰수_감각적 경험_calc,점수_접근성_calc,리뷰수_접근성_calc,점수_쾌적성_calc,리뷰수_쾌적성_calc,점수_활동성_calc,리뷰수_활동성_calc,점수_사회성_calc,리뷰수_사회성_calc,점수_참여성_calc,리뷰수_참여성_calc,점수_고유성_calc,리뷰수_고유성_calc,점수_기억/경험_calc,리뷰수_기억/경험_calc,점수_지역 정체성_calc,리뷰수_지역 정체성_calc,Wi_심미성,Wi_형태성,Wi_감각적 경험,Wi_접근성,Wi_쾌적성,Wi_활동성,Wi_사회성,Wi_참여성,Wi_고유성,Wi_기억/경험,Wi_지역 정체성,종합_장소성_점수_Mu,요인_점수_표준편차_Sigma,강점_요인(+df+),약점_요인(-df-),Final_PlaceScore_Summary
24시무인카페만월경상계 노원구 상계2동,0.9650545716285706,2,0.9609289765357971,1,0.9650545716285706,2,0.5,0,0.9663833777109782,3,0.9609289765357971,1,0.9609289765357971,1,0.5,0,0.5,0,0.9650545716285706,2,0.9650545716285706,2,0.9650545716285706,2,0.9609289765357971,1,0.9650545716285706,2,0.5,0,0.9663833777109782,3,0.9609289765357971,1,0.9609289765357971,1,0.5,0,0.5,0,0.9650545716285706,2,0.9650545716285706,2,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.0,0.14285714285714285,0.14285714285714285,0.9644552596977778,0.20651075399963703,N/A,N/A,"[0.964 ± 0.207, +0, -0]"
24시무인카페만월경잠실레이크 송파구 삼전동,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.5,0,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.9713594913482666,1,0.5,0,0.9713594913482666,1,0.5,0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.9713594913482664,0.22674545313043906,N/A,N/A,"[0.971 ± 0.227, +0, -0]"
502커피로스터스 금천구 가산동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
83도씨 강동구 길동,0.9668068985144297,3,0.9674573540687561,1,0.9668068985144297,3,0.5,0,0.9690109565854073,4,0.733728677034378,2,0.9705239534378052,2,0.5,0,0.5,0,0.9678350687026978,2,0.9627578556537628,2,0.9668068985144297,3,0.9674573540687561,1,0.9668068985144297,3,0.5,0,0.9690109565854073,4,0.733728677034378,2,0.9705239534378052,2,0.5,0,0.5,0,0.9678350687026978,2,0.9627578556537628,2,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.0,0.10526315789473684,0.10526315789473684,0.9428438779554869,0.20594947078063747,N/A,활동성,"[0.943 ± 0.206, +0, -1]"
CGV대학로투썸커피 종로구 혜화동,0.5,0,0.5,0,0.5,0,0.9227607846260071,1,0.5,0,0.5,1,0.9227607846260071,1,0.9227607846260071,1,0.5,0,0.5,0,0.9227607846260071,1,0.5,0,0.5,0,0.5,0,0.9227607846260071,1,0.5,0,0.5,1,0.9227607846260071,1,0.9227607846260071,1,0.5,0,0.5,0,0.9227607846260071,1,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.8382086277008057,0.2033672545801733,"접근성, 사회성, 참여성, 지역 정체성",활동성,"[0.838 ± 0.203, +4, -1]"
CJ푸드빌뚜레쥬르대학로 종로구 혜화동,0.8423184411866325,7,0.7493425011634827,4,0.856467567384243,8,0.8807948936115612,11,0.8587535482186538,13,0.8011450693011284,8,0.6681820154190063,3,0.5418038070201874,2,0.5,0,0.9489576816558838,4,0.5,0,0.8423184411866325,7,0.7493425011634827,4,0.856467567384243,8,0.8807948936115612,11,0.8587535482186538,13,0.8011450693011284,8,0.6681820154190063,3,0.5418038070201874,2,0.5,0,0.9489576816558838,4,0.5,0,0.11666666666666667,0.06666666666666667,0.13333333333333333,0.18333333333333332,0.21666666666666667,0.13333333333333333,0.05,0.03333333333333333,0.0,0.06666666666666667,0.0,0.8315170754988988,0.15523669645456944,기억/경험,"형태성, 사회성, 참여성","[0.832 ± 0.155, +1, -3]"
Cafelashower 성동구 성수2가3동,0.9719429612159729,2,0.146811842918396,1,0.818211610118548,6,0.8817533453305563,3,0.9693597753842672,3,0.8046310186386109,5,0.8046310186386109,5,0.146811842918396,1,0.146811842918396,1,0.9661782741546631,5,0.8899508863687515,4,0.9719429612159729,2,0.146811842918396,1,0.818211610118548,6,0.8817533453305563,3,0.9693597753842672,3,0.8046310186386109,5,0.8046310186386109,5,0.146811842918396,1,0.146811842918396,1,0.9661782741546631,5,0.8899508863687515,4,0.05555555555555555,0.027777777777777776,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.1388888888888889,0.1111111111111111,0.8134426549077035,0.3355144469566637,"심미성, 접근성, 쾌적성, 기억/경험, 지역 정체성","형태성, 참여성, 고유성","[0.813 ± 0.336, +5, -3]"
by3퍼스트바이쓰리 서대문구 연희동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.7519968748092651,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.7519968748092651,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7519968748092651,0.072444007967417,N/A,N/A,"[0.752 ± 0.072, +0, -0]"
가마쿠라도산점 강남구 압구정동,0.9617295861244202,2,0.5,0,0.9617295861244202,2,0.5,0,0.9508716762065887,2,0.8005811174710592,3,0.9508716762065887,2,0.9617295861244202,2,0.9556108117103577,1,0.9617295861244202,2,0.9617295861244202,2,0.9617295861244202,2,0.5,0,0.9617295861244202,2,0.5,0,0.9508716762065887,2,0.8005811174710592,3,0.9508716762065887,2,0.9617295861244202,2,0.9556108117103577,1,0.9617295861244202,2,0.9617295861244202,2,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.9321187072330049,0.1758428941297109,N/A,활동성,"[0.932 ± 0.176, +0, -1]"
가산그레이트 금천구 가산동,0.7155626267194748,4,0.9589157104492188,1,0.5,0,0.7426431706973485,7,0.7758857111136118,6,0.7549573381741842,6,0.5507866442203522,2,0.9396547079086304,3,0.5,0,0.5,0,0.5007219314575195,2,0.7155626267194748,4,0.9589157104492188,1,0.5,0,0.7426431706973485,7,0.7758857111136118,6,0.7549573381741842,6,0.5507866442203522,2,0.9396547079086304,3,0.5,0,0.5,0,0.5007219314575195,2,0.12903225806451613,0.03225806451612903,0.0,0.22580645161290322,0.1935483870967742,0.1935483870967742,0.06451612903225806,0.0967741935483871,0.0,0.0,0.06451612903225806,0.7460228381618377,0.16817224145874368,"형태성, 참여성","사회성, 지역 정체성","[0.746 ± 0.168, +2, -2]"
가산커피벽산점 금천구 가산동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
가케하시 서대문구 신촌동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
가토베이글 광진구 구의1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
강남주막다방 강남구 신사동,0.971712589263916,1,0.971712589263916,1,0.7212890684604645,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.5,0,0.5282686352729797,2,0.5,0,0.9744565486907959,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.7212890684604645,1,0.5,0,0.971712589263916,1,0.971712589263916,1,0.5,0,0.5282686352729797,2,0.5,0,0.9744565486907959,1,0.5,0,0.125,0.125,0.125,0.0,0.125,0.125,0.0,0.25,0.0,0.125,0.0,0.8298916555941105,0.22263624408777738,"심미성, 형태성, 쾌적성, 활동성, 기억/경험","감각적 경험, 참여성","[0.830 ± 0.223, +5, -2]"
개러지로스터 동작구 상도1동,0.9383524060249329,1,0.5,0,0.8709386646747589,5,0.969761590162913,3,0.953034656388419,7,0.7191762030124664,2,0.9620451927185059,1,0.5,1,0.5,0,0.9619943499565125,3,0.9728932976722717,1,0.9383524060249329,1,0.5,0,0.8709386646747589,5,0.969761590162913,3,0.953034656388419,7,0.7191762030124664,2,0.9620451927185059,1,0.5,1,0.5,0,0.9619943499565125,3,0.9728932976722717,1,0.041666666666666664,0.0,0.20833333333333334,0.125,0.2916666666666667,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.125,0.041666666666666664,0.9013686267038188,0.19888930375885192,"접근성, 쾌적성, 사회성, 기억/경험, 지역 정체성","활동성, 참여성","[0.901 ± 0.199, +5, -2]"
갤러리더스퀘어 용산구 용산2가동,0.9575250744819641,2,0.5,0,0.9587318003177643,2,0.5,0,0.9664431810379028,1,0.5,0,0.5,0,0.5,0,0.5,0,0.969459593296051,1,0.9590332806110382,2,0.9575250744819641,2,0.5,0,0.9587318003177643,2,0.5,0,0.9664431810379028,1,0.5,0,0.5,0,0.5,0,0.5,0,0.969459593296051,1,0.9590332806110382,2,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.25,0.9608103856444359,0.23018490632960725,N/A,N/A,"[0.961 ± 0.230, +0, -0]"
건대스타시티 광진구 자양3동,0.8719907154639562,6,0.8939655224482218,3,0.8865686853726705,9,0.786232374253727,14,0.7937760154406229,6,0.8120425380766392,8,0.6709627360105515,4,0.8773134350776672,5,0.7501639127731323,1,0.8708859852382115,7,0.9183613260587057,6,0.8719907154639562,6,0.8939655224482218,3,0.8865686853726705,9,0.786232374253727,14,0.7937760154406229,6,0.8120425380766392,8,0.6709627360105515,4,0.8773134350776672,5,0.7501639127731323,1,0.8708859852382115,7,0.9183613260587057,6,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.2028985507246377,0.08695652173913043,0.11594202898550725,0.057971014492753624,0.07246376811594203,0.014492753623188406,0.10144927536231885,0.08695652173913043,0.8345820369639836,0.07134373409513499,"형태성, 감각적 경험, 지역 정체성","사회성, 고유성","[0.835 ± 0.071, +3, -2]"
건대후문 광진구 화양동,0.9661338925361633,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.9661338925361633,1,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9661338925361633,0.13400407227403974,N/A,N/A,"[0.966 ± 0.134, +0, -0]"
겨울빙수 동대문구 제기동,0.9667951464653015,1,0.9667951464653015,1,0.9502502679824829,2,0.5819549858570099,2,0.8863910635312399,3,0.9667951464653015,1,0.9667951464653015,1,0.5,0,0.5,0,0.5,0,0.9667951464653015,1,0.9667951464653015,1,0.9667951464653015,1,0.9502502679824829,2,0.5819549858570099,2,0.8863910635312399,3,0.9667951464653015,1,0.9667951464653015,1,0.5,0,0.5,0,0.5,0,0.9667951464653015,1,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.8797966192166011,0.21029866200250633,"심미성, 형태성, 감각적 경험, 활동성, 사회성, 지역 정체성",접근성,"[0.880 ± 0.210, +6, -1]"
경성꽈배기 영등포구 신길6동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
고미제과 동작구 노량진1동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
고소운 동대문구 이문1동,0.7662292957305908,5,0.08908528089523315,1,0.7621770884309497,7,0.7396656572818756,2,0.9399967193603516,6,0.8446971972783407,3,0.6335155765215555,3,0.5,0,0.8691193461418152,1,0.7299618944525719,8,0.8005887369314829,6,0.7662292957305908,5,0.08908528089523315,1,0.7621770884309497,7,0.7396656572818756,2,0.9399967193603516,6,0.8446971972783407,3,0.6335155765215555,3,0.5,0,0.8691193461418152,1,0.7299618944525719,8,0.8005887369314829,6,0.11904761904761904,0.023809523809523808,0.16666666666666666,0.047619047619047616,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.023809523809523808,0.19047619047619047,0.14285714285714285,0.769565910810516,0.22270217829416153,"쾌적성, 활동성, 고유성","형태성, 사회성","[0.770 ± 0.223, +3, -2]"
고양이놀이터 중구 명동,0.9664330085118612,9,0.966386616230011,1,0.9317670285701751,10,0.9185445308685303,6,0.9673719718954922,51,0.9178361177444458,5,0.8887510001659393,2,0.8616611361503601,1,0.5,0,0.967298352357113,11,0.9657419562339783,5,0.9664330085118612,9,0.966386616230011,1,0.9317670285701751,10,0.9185445308685303,6,0.9673719718954922,51,0.9178361177444458,5,0.8887510001659393,2,0.8616611361503601,1,0.5,0,0.967298352357113,11,0.9657419562339783,5,0.0891089108910891,0.009900990099009901,0.09900990099009901,0.0594059405940594,0.504950495049505,0.04950495049504951,0.019801980198019802,0.009900990099009901,0.0,0.10891089108910891,0.04950495049504951,0.9557081892348753,0.12977844272533573,N/A,"사회성, 참여성","[0.956 ± 0.130, +0, -2]"
고종의뜰-굼터/더듀얼로스터즈 성북구 정릉4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
고희 강동구 명일2동,0.965475007891655,4,0.9610604345798492,2,0.9653424223264059,3,0.9581717848777771,1,0.9482841889063517,6,0.7319745421409607,2,0.8312496542930603,2,0.5,1,0.5,0,0.9672231078147888,1,0.9672231078147888,1,0.965475007891655,4,0.9610604345798492,2,0.9653424223264059,3,0.9581717848777771,1,0.9482841889063517,6,0.7319745421409607,2,0.8312496542930603,2,0.5,1,0.5,0,0.9672231078147888,1,0.9672231078147888,1,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.9082095519356105,0.17756758964066413,"심미성, 형태성, 감각적 경험, 기억/경험, 지역 정체성","활동성, 사회성, 참여성","[0.908 ± 0.178, +5, -3]"
곤트란쉐리에 송파구 잠실본동,0.5,0,0.5,0,0.8870959629615148,3,0.5,0,0.9675657272338867,5,0.9028151482343674,2,0.9368952843878003,3,0.5,0,0.5,0,0.9644345343112946,2,0.9628620147705078,1,0.5,0,0.5,0,0.8870959629615148,3,0.5,0,0.9675657272338867,5,0.9028151482343674,2,0.9368952843878003,3,0.5,0,0.5,0,0.9644345343112946,2,0.9628620147705078,1,0.0,0.0,0.1875,0.0,0.3125,0.125,0.1875,0.0,0.0,0.125,0.0625,0.9379477348799506,0.21882074377882094,N/A,감각적 경험,"[0.938 ± 0.219, +0, -1]"
곤트란쉐리에내방점 서초구 방배4동,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,N/A,"[0.000 ± 0.000, +0, -0]"
골든피스이태원점 용산구 한남동,0.9553887361571902,21,0.9702069997787476,5,0.9162664755626961,27,0.9220114946365356,1,0.9633975154475162,19,0.9670403599739075,4,0.9675390005111695,5,0.8070378005504608,2,0.9695221483707428,1,0.9358818671769565,24,0.9472980936368306,15,0.9553887361571902,21,0.9702069997787476,5,0.9162664755626961,27,0.9220114946365356,1,0.9633975154475162,19,0.9670403599739075,4,0.9675390005111695,5,0.8070378005504608,2,0.9695221483707428,1,0.9358818671769565,24,0.9472980936368306,15,0.1693548387096774,0.04032258064516129,0.21774193548387097,0.008064516129032258,0.1532258064516129,0.03225806451612903,0.04032258064516129,0.016129032258064516,0.008064516129032258,0.1935483870967742,0.12096774193548387,0.9422584515745921,0.045390306139337505,N/A,참여성,"[0.942 ± 0.045, +0, -1]"
곰탱이커피 동대문구 전농1동,0.5,0,0.5,0,0.972417414188385,2,0.5,0,0.9707978367805481,1,0.5,0,0.5,0,0.5,0,0.5,0,0.967451810836792,1,0.5,0,0.5,0,0.5,0,0.972417414188385,2,0.5,0,0.9707978367805481,1,0.5,0,0.5,0,0.5,0,0.5,0,0.967451810836792,1,0.5,0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.9707711189985275,0.2094218442460903,N/A,N/A,"[0.971 ± 0.209, +0, -0]"
